"PART","Part","DATATYPE","Amount type","DAC_RECIPIENT","Recipient","TIME","Year",Value,Flags
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1985","1985",136.56,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1986","1986",247.63,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1987","1987",202.89,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1988","1988",155.92,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1989","1989",192.55,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1990","1990",172.88,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1991","1991",157.86,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1992","1992",162.86,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1993","1993",127.92,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1994","1994",96.99,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1995","1995",58.05,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1996","1996",46.74,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1997","1997",55.16,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1998","1998",55.17,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","1999","1999",49.12,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2000","2000",77.13,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2001","2001",83.81,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2002","2002",98.24,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2003","2003",97.04,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2004","2004",75.86,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2005","2005",73.82,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2006","2006",89.87,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2007","2007",107.8,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2008","2008",97.04,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2009","2009",146.85,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2010","2010",131.56,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","240","Gambia","2011","2011",143.18,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1991","1991",0.35,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1992","1992",57.22,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1993","1993",285.04,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1994","1994",334.6,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1995","1995",291.38,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1996","1996",436.86,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1997","1997",383.29,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1998","1998",332.49,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","1999","1999",373.34,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2000","2000",339.87,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2001","2001",511.82,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2002","2002",460.99,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2003","2003",244.2,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2004","2004",400.28,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2005","2005",381.9,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2006","2006",466.75,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2007","2007",561.83,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2008","2008",1098.46,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2009","2009",1326.6,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2010","2010",890.68,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","612","Georgia","2011","2011",785.01,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1970","1970",381.98,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1971","1971",384.31,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1972","1972",313.6,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1973","1973",192.67,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1974","1974",154.25,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1975","1975",259.84,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1976","1976",236.31,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1977","1977",364.14,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1978","1978",443.31,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1979","1979",541.53,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1980","1980",527.79,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1981","1981",443,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1982","1982",420.46,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1983","1983",298.26,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1984","1984",591.98,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1985","1985",563.17,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1986","1986",842.83,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1987","1987",851.75,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1988","1988",1062.67,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1989","1989",1345.35,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1990","1990",1168.22,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1991","1991",1439.9,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1992","1992",977.86,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1993","1993",972.36,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1994","1994",717.27,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1995","1995",748.64,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1996","1996",880.9,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1997","1997",876.38,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1998","1998",1026.22,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","1999","1999",790.54,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2000","2000",860.58,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2001","2001",1025.64,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2002","2002",1019.28,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2003","2003",1349.61,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2004","2004",1701.71,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2005","2005",1365.45,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2006","2006",1487.71,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2007","2007",1334.03,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2008","2008",1493.61,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2009","2009",1983.58,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2010","2010",1814.34,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","241","Ghana","2011","2011",1829.41,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1970","1970",19.82,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1971","1971",25.71,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1972","1972",25.57,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1973","1973",36.24,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1974","1974",35.06,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1975","1975",13.35,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1976","1976",13.88,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1977","1977",18.97,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1978","1978",12.27,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1979","1979",17.97,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1980","1980",23.41,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1981","1981",16.18,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1982","1982",7.3,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1983","1983",8.68,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1984","1984",30.66,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1985","1985",79.47,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1986","1986",48.56,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1987","1987",29,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1988","1988",27.99,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1989","1989",0.79,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1990","1990",0.85,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1991","1991",3.66,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1992","1992",4.36,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1993","1993",-0.01,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1994","1994",1.75,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1995","1995",0.3,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1996","1996",-0.35,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1997","1997",0.49,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1998","1998",0.29,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","35","Gibraltar","1999","1999",0.04,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1970","1970",130.93,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1971","1971",117.36,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1972","1972",150.82,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1973","1973",141.28,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1974","1974",130.63,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1975","1975",163.35,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1976","1976",243.58,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1977","1977",324.18,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1978","1978",295.83,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1979","1979",287.66,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1980","1980",352.31,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1981","1981",271.01,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1982","1982",293.1,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1983","1983",212.63,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1984","1984",269.71,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1985","1985",443.31,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1986","1986",328.66,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1987","1987",360.74,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1988","1988",418.85,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1989","1989",454.63,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1990","1990",347.86,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1991","1991",230.97,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1992","1992",185.35,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1993","1993",307.15,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1994","1994",430.5,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1995","1995",274.69,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1996","1996",314.19,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1997","1997",508.28,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1998","1998",600.48,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","1999","1999",718.37,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2000","2000",459.37,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2001","2001",474.76,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2002","2002",722.75,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2003","2003",397.61,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2004","2004",422.6,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2005","2005",316.16,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2006","2006",827.6,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2007","2007",796.93,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2008","2008",700.82,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2009","2009",1077.45,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2010","2010",1065.61,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","347","Guatemala","2011","2011",448.42,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1970","1970",188.07,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1971","1971",200.54,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1972","1972",147.32,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1973","1973",149.55,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1974","1974",77.48,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1975","1975",115.19,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1976","1976",29.09,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1977","1977",106.6,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1978","1978",182.52,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1979","1979",147.88,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1980","1980",209,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1981","1981",281.49,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1982","1982",319.18,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1983","1983",195.58,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1984","1984",374.95,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1985","1985",334.45,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1986","1986",401.96,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1987","1987",433.95,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1988","1988",474.99,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1989","1989",656.38,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1990","1990",488.69,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1991","1991",597,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1992","1992",605.29,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1993","1993",712.97,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1994","1994",552.59,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1995","1995",576.56,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1996","1996",442.21,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1997","1997",586.37,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1998","1998",511.55,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","1999","1999",351.16,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2000","2000",225.84,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2001","2001",436.64,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2002","2002",357.44,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2003","2003",321.48,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2004","2004",292.04,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2005","2005",230.81,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2006","2006",193.87,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2007","2007",241.68,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2008","2008",328.93,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2009","2009",220.28,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2010","2010",239.43,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","243","Guinea","2011","2011",200.86,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1970","1970",173.64,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1971","1971",108.81,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1972","1972",83.28,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1973","1973",94.09,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1974","1974",134.07,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1975","1975",231.68,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1976","1976",179.64,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1977","1977",259.94,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1978","1978",360.12,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1979","1979",319.56,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1980","1980",351.17,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1981","1981",356.26,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1982","1982",511.55,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1983","1983",640.88,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1984","1984",1022.92,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1985","1985",814.82,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1986","1986",597.85,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1987","1987",466.78,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1988","1988",620.59,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1989","1989",473.15,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1990","1990",684.25,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1991","1991",467.95,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1992","1992",520.84,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1993","1993",595.71,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1994","1994",435.77,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1995","1995",530.03,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1996","1996",311.1,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1997","1997",384.66,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1998","1998",430.33,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","1999","1999",1158.93,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2000","2000",648.12,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2001","2001",952.94,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2002","2002",564.09,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2003","2003",469.8,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2004","2004",823.06,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2005","2005",734.02,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2006","2006",712.33,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2007","2007",491.01,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2008","2008",660.35,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2009","2009",512.84,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2010","2010",645.72,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","351","Honduras","2011","2011",548.21,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1970","1970",10.99,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1971","1971",34.55,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1972","1972",17.94,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1973","1973",7.26,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1974","1974",78.75,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1975","1975",12.7,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1976","1976",15.89,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1977","1977",0.23,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1978","1978",10.19,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1979","1979",61.02,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1980","1980",56.64,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1981","1981",37.52,
"1","1 : Part I - Developing Countries","D","Constant Prices (2011 USD millions)","735","Hong Kong, China","1982","1982",39.45,
